id,name,num_users,total_cmt,positive,negative,neutral,average_completion_rate,number of resources,rank_binned,course_classification
C_947243,nutrition and food hygiene,6218,1189.0,366.0,189.0,634.0,0.9251980694357884,41,NaN,NaN
C_947244,war games,11162,15719.0,5065.0,448.0,10206.0,0.8329093865673208,96,NaN,NaN
C_947245,c language programming,759,3.0,2.0,0.0,1.0,NaN,44,NaN,NaN
C_947246,compilation principle,887,19.0,5.0,3.0,11.0,NaN,90,NaN,NaN
C_947248,philosophy of science,896,8.0,0.0,2.0,6.0,NaN,47,NaN,NaN
C_947249,surgery,4024,41.0,5.0,7.0,29.0,NaN,55,NaN,NaN
C_947250,musculoskeletal rehabilitation,10575,343.0,44.0,20.0,279.0,0.7670998869001692,47,NaN,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947251,embedded software design,568,4.0,0.0,1.0,3.0,NaN,93,7,NaN
C_947257,economics of education,15875,206.0,63.0,19.0,124.0,NaN,42,9,NaN
C_947257,economics of education,15875,206.0,63.0,19.0,124.0,NaN,42,9,NaN
C_947257,economics of education,15875,206.0,63.0,19.0,124.0,NaN,42,9,NaN
C_947260,follow the case to learn c step by step,1536,480.0,35.0,52.0,393.0,0.6560025970430731,65,NaN,NaN
C_947262,human resource management,15579,208.0,48.0,6.0,154.0,NaN,42,9,NaN
C_947262,human resource management,15579,208.0,48.0,6.0,154.0,NaN,42,9,NaN
C_947262,human resource management,15579,208.0,48.0,6.0,154.0,NaN,42,9,NaN
C_947265,experimental acupuncture,2094,20.0,4.0,2.0,14.0,NaN,46,NaN,NaN
C_947266,mental health education for college students,6040,2382.0,1102.0,114.0,1166.0,NaN,40,NaN,NaN
C_947655,information-based teaching,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN
C_947658,introduction to red classics,1,NaN,NaN,NaN,NaN,NaN,43,NaN,NaN
C_947664,data structure,1,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN
C_947667,taxation (autumn 2018),1,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN
C_947673,linear algebra and analytical geometry,1,NaN,NaN,NaN,NaN,NaN,151,NaN,NaN
C_947679,theoretical mechanics,1,NaN,NaN,NaN,NaN,NaN,64,NaN,NaN
C_947683,college japanese,1,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN
C_947687,optical communication devices and systems,1,NaN,NaN,NaN,NaN,NaN,107,NaN,NaN
C_947689,system design innovation and robot practice,1,NaN,NaN,NaN,NaN,NaN,57,NaN,NaN
C_947693,first experience with optometry,1,NaN,NaN,NaN,NaN,NaN,25,1,NaN
C_947695,advanced english composition (spring 2018),1,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN
C_947696,linear algebra and its applications (matlab version) (autumn 2019),1,NaN,NaN,NaN,NaN,NaN,65,NaN,NaN
C_947699,digital signal processing (spring 2018),1,NaN,NaN,NaN,NaN,NaN,65,NaN,NaN
C_947702,english-chinese language comparison and translation,1,NaN,NaN,NaN,NaN,NaN,40,1,NaN
C_947706,innovation and entrepreneurship,1,NaN,NaN,NaN,NaN,NaN,53,NaN,NaN
C_947707,running script tutorial,1,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN
C_947714,materials research methods (spring 2018),1,NaN,NaN,NaN,NaN,NaN,39,NaN,NaN
C_947715,digital logic circuit,1,NaN,NaN,NaN,NaN,NaN,33,NaN,NaN
C_947718,food nutrition safety and health,1,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN
C_947719,shoe styling design (spring 2018),1,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN
C_947721,information technology and curriculum integration (spring 2018),1,NaN,NaN,NaN,NaN,NaN,53,NaN,NaN
C_947722,introduction to visual literacy,1,NaN,NaN,NaN,NaN,NaN,66,NaN,NaN
C_947724,college physics and mechanics (general studies),1,NaN,NaN,NaN,NaN,NaN,72,NaN,NaN
C_947725,national defense education,1,NaN,NaN,NaN,NaN,NaN,16,NaN,NaN
C_947726,human factors engineering,1,NaN,NaN,NaN,NaN,NaN,22,NaN,NaN
C_947731,mechanical design basics,1,NaN,NaN,NaN,NaN,NaN,189,NaN,NaN
C_947733,circuit,1,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN
C_947735,optoelectronics,1,NaN,NaN,NaN,NaN,NaN,58,NaN,NaN
C_947738,vision and art,1,NaN,NaN,NaN,NaN,NaN,22,NaN,NaN
C_947739,art aesthetics,1,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN
C_947752,computer principles and applications (scm principles and applications),1,NaN,NaN,NaN,NaN,NaN,221,7,NaN
C_947752,computer principles and applications (scm principles and applications),1,NaN,NaN,NaN,NaN,NaN,221,7,NaN
C_947752,computer principles and applications (scm principles and applications),1,NaN,NaN,NaN,NaN,NaN,221,7,NaN
C_947752,computer principles and applications (scm principles and applications),1,NaN,NaN,NaN,NaN,NaN,221,7,NaN
C_947755,office advanced applications,1,NaN,NaN,NaN,NaN,NaN,157,NaN,NaN
C_947757,university computer culture,1,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN
C_947761,c language programming,1,NaN,NaN,NaN,NaN,NaN,65,NaN,NaN
C_947768,college english (spring 2018),1,NaN,NaN,NaN,NaN,NaN,131,1,NaN
C_947773,internet business valuation,2082,26.0,16.0,1.0,9.0,NaN,47,NaN,NaN
C_947796,introduction to art,1,NaN,NaN,NaN,NaN,NaN,49,NaN,NaN
C_947802,data structures (nwuggh),1,NaN,NaN,NaN,NaN,NaN,142,1,NaN
C_947804,european culture overview,1,NaN,NaN,NaN,NaN,NaN,76,1,NaN
C_947804,european culture overview,1,NaN,NaN,NaN,NaN,NaN,76,1,NaN
C_947804,european culture overview,1,NaN,NaN,NaN,NaN,NaN,76,1,NaN
C_947804,european culture overview,1,NaN,NaN,NaN,NaN,NaN,76,1,NaN
C_947804,european culture overview,1,NaN,NaN,NaN,NaN,NaN,76,1,NaN
C_947804,european culture overview,1,NaN,NaN,NaN,NaN,NaN,76,1,NaN
C_947805,college chinese (autumn 2017),1,NaN,NaN,NaN,NaN,NaN,90,1,NaN
C_947807,technical economics (autumn 2018),1,NaN,NaN,NaN,NaN,NaN,63,7,NaN
C_947807,technical economics (autumn 2018),1,NaN,NaN,NaN,NaN,NaN,63,7,NaN
C_947809,road survey and design (spring 2018),1,NaN,NaN,NaN,NaN,NaN,38,NaN,NaN
C_947794,advanced machine learning bootcamp,201,100.0,33.0,10.0,57.0,0.0,69,1,Very dissatisfied
C_947794,advanced machine learning bootcamp,201,100.0,33.0,10.0,57.0,0.0,69,1,Very dissatisfied
C_947794,advanced machine learning bootcamp,201,100.0,33.0,10.0,57.0,0.0,69,1,Very dissatisfied
C_947794,advanced machine learning bootcamp,201,100.0,33.0,10.0,57.0,0.0,69,1,Very dissatisfied
C_947794,advanced machine learning bootcamp,201,100.0,33.0,10.0,57.0,0.0,69,1,Very dissatisfied
C_947824,computer programming,1,NaN,NaN,NaN,NaN,NaN,142,NaN,NaN
C_948034,big data technology principles and applications,376,NaN,NaN,NaN,NaN,NaN,34,NaN,NaN
C_948037,linear algebra,1571,76.0,2.0,4.0,70.0,0.6827848737593147,65,NaN,NaN
C_948038,new media operation,4517,136.0,8.0,9.0,119.0,NaN,47,NaN,NaN
C_948039,popular culture and media,708,2.0,0.0,1.0,1.0,NaN,23,NaN,NaN
C_948040,radio and television news interviewing and writing,1200,18.0,3.0,1.0,14.0,NaN,57,NaN,NaN
C_948043,pharmaceutical process automatic control (chemical automation and instrumentation),2160,553.0,95.0,16.0,442.0,NaN,48,NaN,NaN
C_948044,gender impact assessment of legal policies,160,1.0,0.0,0.0,1.0,NaN,64,NaN,NaN
C_948050,eye care and eye disease prevention,486,1.0,0.0,0.0,1.0,NaN,74,NaN,NaN
C_948074,database technology application,1879,635.0,438.0,11.0,186.0,NaN,76,NaN,NaN
C_948075,robot production and maker comprehensive ability training,333,2.0,1.0,0.0,1.0,NaN,54,NaN,NaN
C_948076,oil and gas field exploration,9157,6.0,1.0,2.0,3.0,0.8034209239104789,131,NaN,NaN
C_948078,business english translation,18793,142.0,26.0,14.0,102.0,0.0,59,9,Dissatisfied
C_948078,business english translation,18793,142.0,26.0,14.0,102.0,0.0,59,9,Dissatisfied
C_948078,business english translation,18793,142.0,26.0,14.0,102.0,0.0,59,9,Dissatisfied
C_948079,professional course design 2-prefabricated computer room,4773,13.0,4.0,0.0,9.0,NaN,110,9,NaN
C_948079,professional course design 2-prefabricated computer room,4773,13.0,4.0,0.0,9.0,NaN,110,9,NaN
C_948079,professional course design 2-prefabricated computer room,4773,13.0,4.0,0.0,9.0,NaN,110,9,NaN
C_948079,professional course design 2-prefabricated computer room,4773,13.0,4.0,0.0,9.0,NaN,110,9,NaN
C_948079,professional course design 2-prefabricated computer room,4773,13.0,4.0,0.0,9.0,NaN,110,9,NaN
C_948079,professional course design 2-prefabricated computer room,4773,13.0,4.0,0.0,9.0,NaN,110,9,NaN
C_948080,ecotoxicology,596,5.0,4.0,0.0,1.0,0.85,86,NaN,NaN
C_948081,titanium alloys and applications,121,NaN,NaN,NaN,NaN,NaN,60,NaN,NaN
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,11,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,9,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,9,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,9,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,9,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,9,Very dissatisfied
C_948083,the mystery of disease - pathology,5922,1966.0,215.0,276.0,1475.0,0.8529537085334832,236,9,Very dissatisfied
C_948085,learn ug happily and design easily,1434,13.0,3.0,4.0,6.0,NaN,77,NaN,NaN
C_948088,linear algebra,7637,365.0,207.0,21.0,137.0,NaN,91,NaN,NaN
C_948092,commercial bank operation and management,12807,128.0,19.0,2.0,107.0,NaN,113,NaN,NaN
C_948093,petrochemical technology,1576,2803.0,2075.0,74.0,654.0,0.8049994673844351,56,NaN,NaN
C_948095,courseware engineering (multimedia courseware design and production),2775,826.0,205.0,26.0,595.0,NaN,58,NaN,NaN
C_948099,western economics,13040,9.0,0.0,1.0,8.0,0.4244558743037445,80,NaN,NaN
C_948101,wang yangming and guizhou culture,9261,153.0,53.0,4.0,96.0,0.7970184960654997,86,NaN,NaN
C_948102,system anatomy,3446,17.0,5.0,4.0,8.0,0.4743034391202193,42,NaN,NaN
C_948103,basic principles of education,11761,210.0,107.0,1.0,102.0,0.7930908788789693,54,NaN,NaN
C_948106,college english audio and video iv,5178,501.0,27.0,36.0,438.0,0.7007292947640317,66,NaN,NaN
C_948107,engineering drawing,248,NaN,NaN,NaN,NaN,NaN,34,NaN,NaN
C_948109,introduction to natural sciences,6607,1305.0,450.0,96.0,759.0,0.8764020342129146,82,NaN,NaN
C_948113,modern aesthetics,9021,4643.0,1433.0,198.0,3012.0,0.8603739460826311,100,NaN,NaN
C_948114,introduction to turbines,9570,320.0,196.0,9.0,115.0,0.8656814547523176,97,NaN,NaN
C_948116,history of chinese anthropology and ethnology,5966,63.0,4.0,5.0,54.0,NaN,49,NaN,NaN
C_948118,paleontology,6464,81.0,38.0,5.0,38.0,NaN,81,2,NaN
C_948118,paleontology,6464,81.0,38.0,5.0,38.0,NaN,81,2,NaN
C_948118,paleontology,6464,81.0,38.0,5.0,38.0,NaN,81,2,NaN
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948120,basic biochemistry experiments,2025,590.0,75.0,55.0,460.0,0.8362529653623855,66,7,Very satisfied
C_948123,introductory topics in ethnology,1046,22.0,4.0,1.0,17.0,NaN,41,NaN,NaN
C_948124,linear algebra,1098,7.0,5.0,0.0,2.0,NaN,49,NaN,NaN
C_948128,macroeconomics,2959,18.0,3.0,3.0,12.0,0.8653997983704991,55,NaN,NaN
C_948129,introduction to water conservancy and hydropower engineering,12379,1914.0,1105.0,45.0,764.0,0.80176946368647,84,NaN,NaN
C_948132,chemical unit operations and equipment (1) (2),1105,12.0,3.0,2.0,7.0,0.0,222,NaN,NaN
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948136,publishing articles in english journals—the ladder to the international academic stage,18999,584.0,137.0,35.0,412.0,0.5645425537488031,62,5,Neutral
C_948137,intellectual property law case teaching,15117,10.0,2.0,2.0,6.0,0.6165014924181988,263,NaN,NaN
C_948140,real estate law,3245,70.0,28.0,8.0,34.0,NaN,76,NaN,NaN
C_948141,business ethics and corporate social responsibility,8775,50.0,8.0,4.0,38.0,0.6422282255824331,41,9,Satisfied
C_948141,business ethics and corporate social responsibility,8775,50.0,8.0,4.0,38.0,0.6422282255824331,41,9,Satisfied
C_948141,business ethics and corporate social responsibility,8775,50.0,8.0,4.0,38.0,0.6422282255824331,41,9,Satisfied
C_948142,chemical engineering principles,985,9.0,2.0,1.0,6.0,0.6636656877176634,172,NaN,NaN
C_948147,ideological and moral cultivation and legal basis,2114,3.0,2.0,0.0,1.0,0.4824561403508771,87,NaN,NaN
C_948148,marine literature,355,4.0,1.0,0.0,3.0,0.6693989071038251,100,NaN,NaN
C_948208,national economic management,16751,99.0,89.0,0.0,10.0,0.7916246354402532,67,NaN,NaN
C_948235,contemporary chinese diplomacy,11234,31.0,17.0,2.0,12.0,NaN,76,NaN,NaN
C_948239,enter the political world of women,406,1.0,1.0,0.0,0.0,NaN,55,NaN,NaN
C_948240,thermal engineering and structure of industrial furnaces,347,6.0,1.0,0.0,5.0,NaN,53,NaN,NaN
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948241,pulp and paper machinery and equipment,6536,3.0,0.0,0.0,3.0,0.5106837606837606,88,6,Dissatisfied
C_948244,microbial infections and health,503,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN
C_948245,air pollution control engineering,689,15.0,8.0,2.0,5.0,NaN,71,NaN,NaN
C_948248,systematic innovation approach,299,4.0,3.0,0.0,1.0,NaN,49,NaN,NaN
C_948251,chinese tai chi series of courses,1333,20.0,17.0,2.0,1.0,NaN,67,NaN,NaN
C_948252,traditional chinese medicine and pharmacy,2001,162.0,7.0,3.0,152.0,NaN,56,NaN,NaN
C_948254,integrated traditional chinese and western medicine obstetrics and gynecology,1175,21.0,0.0,11.0,10.0,NaN,64,NaN,NaN
C_948257,normal human anatomy,3200,88.0,11.0,11.0,66.0,NaN,47,NaN,NaN
C_948259,obstetrics and gynecology,3250,3405.0,440.0,1034.0,1931.0,0.834348810007263,81,NaN,NaN
C_948262,art economics,830,15.0,0.0,2.0,13.0,0.3563496503496503,40,NaN,NaN
C_948264,pathogen biology and immunology,5161,2.0,1.0,0.0,1.0,0.5289392094681294,56,NaN,NaN
C_948265,pharmacology,9227,845.0,414.0,70.0,361.0,NaN,45,NaN,NaN
C_948267,basics of kinesiology,4762,24.0,8.0,5.0,11.0,0.5387161585281885,30,NaN,NaN
C_948268,human anatomy and histoembryology,4564,16.0,0.0,3.0,13.0,NaN,56,NaN,NaN
C_948269,economic law,12983,117.0,55.0,7.0,55.0,NaN,54,NaN,NaN
C_948270,guizhou tour guide on-site examination guide,3215,391.0,43.0,6.0,342.0,NaN,44,NaN,NaN
C_948282,polymer chemistry,8196,26.0,4.0,3.0,19.0,0.6703851295695599,58,NaN,NaN
C_948285,environmental monitoring,673,4.0,2.0,1.0,1.0,0.6768443204859793,186,NaN,NaN
C_948286,take you step by step to conduct research,1246,217.0,15.0,11.0,191.0,NaN,37,NaN,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948289,business english case analysis,11275,33.0,23.0,3.0,7.0,NaN,88,6,NaN
C_948292,entering the classics of marxist literature and art,725,14.0,4.0,5.0,5.0,NaN,125,NaN,NaN
C_948293,college chinese,2231,252.0,117.0,10.0,125.0,0.8221425067935402,36,NaN,NaN
C_948294,president xi’s important exposition on border and coastal defense construction,168,9.0,1.0,0.0,8.0,NaN,22,NaN,NaN
C_948296,ansai waist drum,3996,812.0,455.0,16.0,341.0,NaN,64,NaN,NaN
C_948387,cross-border e-commerce,1879,34.0,11.0,6.0,17.0,0.6678249232373313,68,NaN,NaN
C_948388,calligraphy appreciation,9,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN
C_948389,exercise prescription theory and application,7460,59.0,23.0,8.0,28.0,0.8433933877231129,60,NaN,NaN
C_948391,cnc milling,1101,573.0,156.0,4.0,413.0,0.8124100052366693,54,NaN,NaN
C_948392,pharmaceutical equipment and workshop design,2648,803.0,29.0,25.0,749.0,NaN,36,NaN,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948393,literature search,3955,21.0,1.0,0.0,20.0,NaN,98,7,NaN
C_948395,"one painting, one lesson: appreciation of red art classics - revolutionary history",3020,600.0,33.0,29.0,538.0,0.814925772714875,68,NaN,NaN
C_948399,communication principle,1026,9.0,1.0,0.0,8.0,0.1589506172839506,47,NaN,NaN
C_948402,information theory and coding,282,3.0,0.0,0.0,3.0,NaN,31,NaN,NaN
C_948403,advanced business english,1905,77.0,16.0,2.0,59.0,0.6632208054456443,81,NaN,NaN
C_948404,subject pedagogy,220,3.0,0.0,0.0,3.0,NaN,67,NaN,NaN
C_948405,comprehensive experiment in economic management,602,1.0,0.0,1.0,0.0,0.8122013672177146,61,NaN,NaN
C_948407,introduction to e-commerce,1948,25.0,4.0,5.0,16.0,0.7120817625363857,48,NaN,NaN
C_948408,frontier topics in quantum mechanics,15717,11.0,6.0,2.0,3.0,NaN,79,1,NaN
C_948408,frontier topics in quantum mechanics,15717,11.0,6.0,2.0,3.0,NaN,79,1,NaN
C_948408,frontier topics in quantum mechanics,15717,11.0,6.0,2.0,3.0,NaN,79,1,NaN
C_948408,frontier topics in quantum mechanics,15717,11.0,6.0,2.0,3.0,NaN,79,1,NaN
C_948410,introduction to chinese economy,27552,535.0,223.0,49.0,263.0,NaN,78,1,NaN
C_948410,introduction to chinese economy,27552,535.0,223.0,49.0,263.0,NaN,78,1,NaN
C_948410,introduction to chinese economy,27552,535.0,223.0,49.0,263.0,NaN,78,1,NaN
C_948410,introduction to chinese economy,27552,535.0,223.0,49.0,263.0,NaN,78,1,NaN
C_948411,experimental design and analysis,15426,17.0,5.0,0.0,12.0,NaN,135,1,NaN
C_948411,experimental design and analysis,15426,17.0,5.0,0.0,12.0,NaN,135,1,NaN
C_948411,experimental design and analysis,15426,17.0,5.0,0.0,12.0,NaN,135,1,NaN
C_948411,experimental design and analysis,15426,17.0,5.0,0.0,12.0,NaN,135,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948412,fluid mechanics,14899,39.0,7.0,5.0,27.0,NaN,209,1,NaN
C_948413,human embryology - phylogeny,9340,15.0,3.0,2.0,10.0,NaN,35,1,NaN
C_948413,human embryology - phylogeny,9340,15.0,3.0,2.0,10.0,NaN,35,1,NaN
C_948413,human embryology - phylogeny,9340,15.0,3.0,2.0,10.0,NaN,35,1,NaN
